id_commande,id_client,id_produit,date_commande,quantite,prix_unitaire,statut,ville_livraison,mode_paiement,id_livreur,date_livraison
CMD041022,C03636,P046,2024-10-20,1,193.3,livré,RABAT,Virement,11,2024-10-23
CMD041023,C08502,P020,May 03 2024,2,429.55,annulé,tanger,Virement,20,2024-05-06
CMD041024,C02521,P007,2024-02-18,1,4795.43,annulé,CASABLANCA,Espèces,17,2024-02-22
CMD041025,C03956,P001,Nov 08 2024,5,51.86,DONE,cbl,Carte,6,2024-11-10
CMD041026,C01953,P035,24/07/2024,4,3252.78,en_cours,rbat,Carte,4,2024-07-27
CMD041027,C03677,P009,20/02/2024,4,2727.18,KO,tanger,Espèces,15,2024-02-21
CMD041028,C01153,P005,2024-07-05,3,4666.05,retourné,CASABLANCA,Virement,,2024-07-07
CMD041029,C08380,P018,Jan 18 2024,3,3420.05,retourné,TANGER,Carte,7,2024-01-22
CMD041030,C05443,P029,2024-02-01,5,3114.77,KO,casa,Espèces,6,2024-02-02
CMD041031,C05146,P026,2024-01-28,3,4666.51,livré,cbl,Virement,4,2024-01-29
CMD041032,C06266,P037,16/10/2024,1,711.51,annulé,Agadir,Virement,8,2024-10-19
CMD041033,C03489,P010,2024-08-11,5,95.61,annulé,cbl,Virement,18,2024-08-15
CMD041034,C02091,P021,Oct 09 2024,3,4243.99,OK,RABAT,Espèces,19,2024-10-11
CMD041035,C06595,P024,2024-05-06,5,2546.9,OK,RABAT,Carte,5,2024-05-11
CMD041036,C09344,P019,Mar 01 2024,1,4365.1,OK,Agadir,Carte,,2024-03-02
CMD041037,C03907,P018,Mar 07 2024,5,4755.46,livré,TNG,Espèces,5,2024-03-12
CMD041038,C00152,P043,05/04/2024,2,2294.92,retourné,TNG,Espèces,19,2024-04-09
CMD041039,C06207,P016,2024-11-19,3,2805.08,KO,Agadir,Espèces,12,2024-11-21
CMD041040,C02400,P041,2024-08-01,5,909.12,OK,CASABLANCA,Carte,12,2024-08-03
CMD041041,C03016,P006,Apr 10 2024,1,745.28,KO,TANGER,Virement,13,2024-04-13
CMD041042,C07869,P044,Feb 09 2024,3,3605.62,retourné,casa,Carte,4,2024-02-14
CMD041043,C07541,P042,2024-08-19,1,1099.17,annulé,casa,Virement,17,2024-08-23
CMD041044,C00872,P010,20/02/2024,2,597.53,OK,Agadir,Espèces,17,2024-02-21
CMD041045,C05024,P030,2024-04-08,2,2147.49,retourné,cbl,Carte,2,2024-04-09
CMD041046,C04325,P043,Mar 09 2024,1,2598.6,KO,TNG,Virement,5,2024-03-13
CMD041047,C06697,P023,17/06/2024,4,4394.76,annulé,TNG,Virement,6,2024-06-20
CMD041048,C03789,P019,18/04/2024,4,3154.39,livré,TNG,Carte,4,2024-04-22
CMD041049,C03035,P050,Oct 29 2024,1,1693.33,livré,cbl,Virement,18,2024-11-01
CMD041050,C05921,P015,Oct 19 2024,2,1815.67,retourné,TANGER,Carte,3,2024-10-20
CMD041051,C08140,P018,Mar 25 2024,5,3563.49,livré,casa,Carte,17,2024-03-27
CMD041052,C05170,P017,28/02/2024,5,717.08,annulé,RABAT,Espèces,18,2024-03-04
CMD041053,C05675,P026,Oct 04 2024,3,3133.49,DONE,tanger,Espèces,17,2024-10-06
CMD041054,C10144,P030,Feb 14 2024,5,2078.53,DONE,rbat,Virement,9,2024-02-18
CMD041055,C05892,P017,27/06/2024,3,1303.38,DONE,TANGER,Carte,12,2024-07-02
CMD041056,C05067,P022,Aug 14 2024,5,3101.45,annulé,cbl,Espèces,13,2024-08-16
CMD041057,C08401,P025,2024-08-11,2,1281.96,en_cours,RABAT,Virement,,2024-08-16
CMD041058,C04593,P010,2024-07-05,4,2254.44,retourné,RABAT,Carte,7,2024-07-10
CMD041059,C07200,P003,Sep 27 2024,1,1830.8,annulé,RABAT,Espèces,8,2024-09-30
CMD041060,C07466,P018,2024-04-03,1,2604.61,annulé,rbat,Espèces,11,2024-04-04
CMD041061,C07704,P046,Feb 03 2024,4,3115.72,en_cours,TANGER,Espèces,7,2024-02-04
CMD041062,C09086,P001,2024-05-19,1,555.62,retourné,RABAT,Carte,2,2024-05-20
CMD041063,C02885,P035,10/06/2024,4,3773.58,OK,TNG,Virement,17,2024-06-11
CMD041064,C09467,P048,Nov 05 2024,3,2061.47,KO,CASABLANCA,Carte,4,2024-11-10
CMD041065,C00931,P013,May 03 2024,3,2277.88,DONE,Tnja,Virement,,2024-05-05
CMD041066,C03797,P047,02/09/2024,5,1013.54,retourné,CASABLANCA,Virement,5,2024-09-06
CMD041067,C07996,P009,05/02/2024,5,4207.15,DONE,cbl,Carte,12,2024-02-07
CMD041068,C02323,P020,Nov 19 2024,2,497.31,retourné,casa,Virement,11,2024-11-24
CMD041069,C00137,P021,2024-04-07,4,976.36,annulé,Agadir,Carte,,2024-04-11
CMD041070,C05250,P031,2024-05-27,2,770.95,retourné,casa,Virement,2,2024-05-30
CMD041071,C07474,P022,23/02/2024,3,1174.32,en_cours,tanger,Virement,15,2024-02-24
CMD041072,C04082,P039,11/11/2024,4,1917.12,OK,RABAT,Carte,9,2024-11-12
CMD041073,C08965,P046,30/07/2024,5,258.87,en_cours,CASABLANCA,Carte,19,2024-07-31
CMD041074,C00757,P033,14/08/2024,2,4811.72,KO,casa,Virement,2,2024-08-15
CMD041075,C08292,P015,03/05/2024,5,3342.93,livré,Agadir,Espèces,14,2024-05-06
CMD041076,C02209,P012,Feb 05 2024,4,1959.89,annulé,cbl,Virement,8,2024-02-09
CMD041077,C05239,P011,Jul 17 2024,2,1746.45,KO,Tnja,Carte,6,2024-07-20
CMD041078,C05347,P032,2024-07-31,2,4526.34,annulé,casa,Carte,10,2024-08-02
CMD041079,C03688,P001,2024-01-15,1,2802.94,en_cours,RABAT,Virement,,2024-01-19
CMD041080,C06288,P035,2024-07-04,3,3885.78,annulé,casa,Carte,,2024-07-09
CMD041081,C08993,P032,21/01/2024,3,4701.98,retourné,TANGER,Virement,4,2024-01-23
CMD041082,C01826,P021,20/04/2024,5,1292.97,retourné,Tnja,Carte,4,2024-04-21
CMD041083,C06202,P047,Feb 28 2024,2,1708.51,livré,CASABLANCA,Virement,5,2024-02-29
CMD041084,C01743,P050,2024-07-27,5,942.93,annulé,Agadir,Espèces,9,2024-07-28
CMD041085,C02095,P050,Jan 04 2024,5,4946.78,livré,RABAT,Virement,19,2024-01-05
CMD041086,C08162,P035,Aug 05 2024,3,1056.4,DONE,RABAT,Carte,14,2024-08-09
CMD041087,C07462,P040,Jun 10 2024,2,1915.87,en_cours,cbl,Virement,18,2024-06-13
CMD041088,C06107,P014,16/08/2024,2,1072.75,livré,Agadir,Virement,7,2024-08-20
CMD041089,C07946,P010,09/11/2024,1,2497.53,livré,cbl,Virement,2,2024-11-11
CMD041090,C04690,P033,Jun 26 2024,3,355.62,livré,CASABLANCA,Virement,5,2024-07-01
CMD041091,C02989,P032,Sep 06 2024,3,2121.41,KO,RABAT,Espèces,2,2024-09-07
CMD041092,C00317,P022,2024-09-14,4,912.48,retourné,RABAT,Carte,10,2024-09-19
CMD041093,C03709,P020,Apr 06 2024,4,2136.13,DONE,rbat,Espèces,,2024-04-07
CMD041094,C06982,P002,17/03/2024,2,64.31,annulé,CASABLANCA,Carte,20,2024-03-22
CMD041095,C05270,P047,Mar 26 2024,3,3252.27,KO,casa,Virement,13,2024-03-31
CMD041096,C05264,P041,2024-03-15,1,1878.81,KO,casa,Espèces,2,2024-03-20
CMD041097,C01710,P008,09/01/2024,2,2171.98,KO,rbat,Virement,13,2024-01-12
CMD041098,C04556,P014,Apr 02 2024,1,1166.37,annulé,Agadir,Carte,17,2024-04-06
CMD041099,C00417,P019,May 10 2024,3,2566.96,livré,TANGER,Carte,9,2024-05-12
CMD041100,C06021,P022,14/02/2024,3,1637.11,OK,Tnja,Espèces,5,2024-02-18
CMD041101,C08787,P023,Aug 15 2024,4,863.78,annulé,cbl,Virement,2,2024-08-19
CMD041102,C08965,P040,2024-08-27,3,668.97,OK,rbat,Virement,7,2024-08-31
CMD041103,C04129,P022,Jan 24 2024,4,3785.55,retourné,RABAT,Virement,,2024-01-26
CMD041104,C10162,P005,2024-01-16,3,1490.92,DONE,cbl,Virement,16,2024-01-20
CMD041105,C00651,P005,2024-09-14,3,3925.44,KO,rbat,Carte,8,2024-09-18
CMD041106,C06350,P050,2024-08-27,3,2562.1,DONE,tanger,Carte,4,2024-08-29
CMD041107,C03243,P018,11/11/2024,2,4782.77,retourné,Tnja,Espèces,5,2024-11-14
CMD041108,C09673,P032,26/01/2024,5,4302.19,livré,Agadir,Espèces,10,2024-01-31
CMD041109,C01422,P003,Aug 23 2024,4,2833.41,annulé,Agadir,Carte,8,2024-08-27
CMD041110,C05042,P040,02/01/2024,-1,4175.61,DONE,casa,Virement,,2024-01-03
CMD041111,C02758,P047,2024-10-30,1,4078.09,KO,cbl,Virement,20,2024-11-01
CMD041112,C05053,P040,2024-08-26,4,4569.28,OK,Tnja,Carte,9,2024-08-30
CMD041113,C07187,P034,2024-09-14,4,4653.29,retourné,tanger,Carte,9,2024-09-19
CMD041114,C03865,P011,2024-09-26,3,4589.8,annulé,rbat,Espèces,2,2024-09-28
CMD041115,C04177,P031,Jun 15 2024,5,4292.47,DONE,Tnja,Carte,19,2024-06-19
CMD041116,C08296,P031,2024-06-25,4,4848.13,KO,TNG,Virement,17,2024-06-27
CMD041117,C00955,P035,23/07/2024,4,740.77,DONE,TANGER,Espèces,12,2024-07-26
CMD041118,C00532,P023,Jun 06 2024,4,2922.88,DONE,CASABLANCA,Espèces,,2024-06-08
CMD041119,C07399,P049,Jul 16 2024,5,4614.99,livré,CASABLANCA,Virement,10,2024-07-20
CMD041120,C06745,P028,03/04/2024,2,0.0,KO,cbl,Carte,,2024-04-05
CMD041121,C02569,P022,Aug 24 2024,3,2139.2,retourné,CASABLANCA,Virement,2,2024-08-27
CMD041122,C03347,P039,09/02/2024,2,166.13,DONE,TNG,Carte,4,2024-02-11
CMD041123,C06189,P036,Oct 12 2024,5,3816.48,OK,RABAT,Virement,9,2024-10-17
CMD041124,C01926,P048,2024-07-04,2,2646.17,KO,Agadir,Virement,18,2024-07-05
CMD041125,C04147,P038,2024-06-08,2,472.93,en_cours,Tnja,Virement,1,2024-06-10
CMD041126,C00993,P039,05/08/2024,2,3084.35,DONE,TANGER,Espèces,15,2024-08-09
CMD041127,C06874,P031,Mar 20 2024,-1,1337.16,livré,TNG,Virement,5,2024-03-24
CMD041128,C05648,P037,2024-10-04,2,4874.51,OK,tanger,Espèces,14,2024-10-05
CMD041129,C08137,P019,12/04/2024,2,3185.76,DONE,tanger,Virement,13,2024-04-17
CMD041130,C00800,P043,2024-10-26,3,1007.67,OK,Tnja,Espèces,2,2024-10-29
CMD041131,C00022,P029,24/11/2024,5,968.25,KO,TNG,Carte,14,2024-11-28
CMD041132,C09958,P018,Aug 31 2024,4,2983.1,annulé,Tnja,Carte,16,2024-09-05
CMD041133,C02768,P031,Oct 05 2024,4,2539.02,KO,tanger,Carte,19,2024-10-08
CMD041134,C04479,P046,2024-02-11,2,647.01,livré,Tnja,Virement,11,2024-02-13
CMD041135,C05875,P045,2024-10-08,2,4589.62,en_cours,TNG,Virement,6,2024-10-11
CMD041136,C02371,P038,May 10 2024,1,3885.55,KO,Agadir,Espèces,,2024-05-14
CMD041137,C04280,P041,2024-09-01,4,2633.82,retourné,rbat,Espèces,16,2024-09-05
CMD041138,C02196,P050,2024-03-09,3,2434.95,livré,Tnja,Carte,9,2024-03-10
CMD041139,C05098,P004,Aug 02 2024,4,4475.54,en_cours,Tnja,Espèces,14,2024-08-05
CMD041140,C07106,P037,09/11/2024,5,1219.48,en_cours,CASABLANCA,Carte,16,2024-11-12
CMD041141,C06329,P012,14/01/2024,4,1721.91,en_cours,RABAT,Carte,10,2024-01-16
CMD041142,C09194,P003,Sep 11 2024,3,2783.71,retourné,Agadir,Carte,7,2024-09-12
CMD041143,C04505,P008,Jan 17 2024,2,3618.0,retourné,Tnja,Carte,4,2024-01-20
CMD041144,C03723,P014,27/07/2024,5,4317.24,retourné,TNG,Espèces,9,2024-07-31
CMD041145,C03222,P047,2024-05-16,5,248.85,retourné,TANGER,Virement,10,2024-05-19
CMD041146,C05177,P020,Feb 12 2024,1,2782.78,DONE,Agadir,Carte,12,2024-02-14
CMD041147,C02602,P022,25/03/2024,5,2596.27,DONE,rbat,Virement,18,2024-03-29
CMD041148,C06989,P012,28/10/2024,1,4849.54,livré,tanger,Carte,15,2024-10-29
CMD041149,C02702,P046,07/02/2024,4,1557.75,en_cours,TANGER,Carte,,2024-02-09
CMD041150,C00852,P015,2024-06-13,4,4615.81,en_cours,Tnja,Carte,7,2024-06-17
CMD041151,C02116,P022,24/05/2024,2,670.99,KO,TANGER,Carte,20,2024-05-27
CMD041152,C06694,P044,09/02/2024,3,4902.76,DONE,RABAT,Carte,1,2024-02-10
CMD041153,C08351,P038,28/08/2024,2,1324.09,OK,Tnja,Virement,11,2024-09-02
CMD041154,C06659,P002,26/04/2024,2,2185.31,annulé,Tnja,Carte,4,2024-04-29
CMD041155,C07223,P050,May 14 2024,1,3794.87,en_cours,RABAT,Virement,,2024-05-17
CMD041156,C05878,P012,Apr 29 2024,1,4728.72,retourné,RABAT,Carte,1,2024-05-02
CMD041157,C04335,P037,Jun 17 2024,2,4713.23,OK,CASABLANCA,Carte,9,2024-06-20
CMD041158,C10080,P010,2024-02-19,4,0.0,annulé,Agadir,Carte,4,2024-02-20
CMD041159,C08416,P026,2024-10-16,1,642.01,DONE,Agadir,Virement,,2024-10-20
CMD041160,C01125,P034,Oct 22 2024,1,2152.89,en_cours,Agadir,Carte,5,2024-10-27
CMD041161,C05788,P006,Sep 12 2024,2,3409.06,en_cours,rbat,Virement,12,2024-09-16
CMD041162,C09052,P042,Sep 18 2024,4,1599.46,DONE,rbat,Carte,14,2024-09-19
CMD041163,C08378,P024,2024-07-07,2,4527.15,retourné,TANGER,Virement,7,2024-07-08
CMD041164,C02043,P003,01/06/2024,5,4089.2,DONE,casa,Carte,,2024-06-03
CMD041165,C08065,P019,30/06/2024,5,1279.45,livré,Agadir,Espèces,5,2024-07-04
CMD041166,C09967,P049,2024-06-29,4,1026.02,OK,casa,Espèces,4,2024-07-01
CMD041167,C04017,P032,2024-09-20,4,2490.31,en_cours,TNG,Virement,10,2024-09-22
CMD041168,C01864,P048,Mar 13 2024,2,1147.4,annulé,rbat,Espèces,12,2024-03-17
CMD041169,C04902,P023,27/02/2024,5,1685.75,DONE,CASABLANCA,Carte,9,2024-03-02
CMD041170,C09144,P046,2024-08-24,3,603.42,en_cours,cbl,Espèces,11,2024-08-27
CMD041171,C01848,P042,30/09/2024,2,4609.82,en_cours,rbat,Espèces,6,2024-10-03
CMD041172,C05647,P033,2024-06-05,1,3146.22,en_cours,cbl,Espèces,15,2024-06-06
CMD041173,C04460,P045,2024-05-03,1,4445.67,retourné,Tnja,Virement,16,2024-05-07
CMD041174,C09882,P050,2024-10-19,3,1820.0,OK,TANGER,Espèces,,2024-10-22
CMD041175,C01045,P019,Aug 12 2024,3,3413.26,KO,rbat,Virement,16,2024-08-17
CMD041176,C06740,P041,Aug 27 2024,2,4499.95,OK,TANGER,Espèces,1,2024-08-28
CMD041177,C09202,P040,2024-06-10,4,977.15,retourné,TNG,Virement,10,2024-06-14
CMD041178,C07201,P018,2024-07-16,2,2747.37,livré,Tnja,Virement,12,2024-07-19
CMD041179,C01911,P035,2024-01-27,2,1220.21,OK,Agadir,Espèces,4,2024-01-28
CMD041180,C06661,P019,2024-05-21,4,1763.23,KO,cbl,Virement,13,2024-05-24
CMD041181,C07530,P009,Nov 16 2024,1,4393.15,livré,RABAT,Carte,16,2024-11-19
CMD041182,C08365,P039,2024-06-22,2,1699.8,KO,Tnja,Virement,6,2024-06-27
CMD041183,C03351,P031,Jun 27 2024,5,641.73,en_cours,Agadir,Espèces,10,2024-06-28
CMD041184,C07372,P042,09/09/2024,3,0.0,retourné,rbat,Carte,12,2024-09-10
CMD041185,C02007,P013,Aug 13 2024,3,201.32,annulé,Agadir,Espèces,12,2024-08-15
CMD041186,C04786,P042,2024-08-21,3,4000.83,retourné,TANGER,Carte,3,2024-08-22
CMD041187,C09884,P026,12/03/2024,4,4861.06,DONE,TANGER,Espèces,9,2024-03-14
CMD041188,C07175,P019,04/09/2024,1,2234.35,annulé,CASABLANCA,Virement,7,2024-09-05
CMD041189,C07711,P011,Aug 11 2024,3,998.21,retourné,TANGER,Carte,9,2024-08-13
CMD041190,C10022,P050,2024-07-27,5,1152.99,KO,casa,Virement,1,2024-07-31
CMD041191,C09208,P004,14/10/2024,4,491.36,annulé,TNG,Carte,6,2024-10-17
CMD041192,C05008,P044,2024-08-24,3,4824.18,retourné,tanger,Virement,15,2024-08-27
CMD041193,C08172,P021,19/09/2024,5,4542.87,livré,Agadir,Virement,5,2024-09-20
CMD041194,C08096,P009,01/06/2024,1,2324.15,retourné,rbat,Carte,16,2024-06-02
CMD041195,C09859,P027,2024-07-10,4,3866.86,retourné,casa,Espèces,3,2024-07-12
CMD041196,C03521,P027,Sep 24 2024,1,81.63,livré,Agadir,Espèces,3,2024-09-27
CMD041197,C01083,P042,2024-09-11,-5,3972.84,retourné,TANGER,Carte,10,2024-09-12
CMD041198,C08060,P044,2024-07-20,2,3353.61,annulé,rbat,Espèces,4,2024-07-21
CMD041199,C09988,P018,05/06/2024,4,4696.83,livré,casa,Espèces,20,2024-06-07
CMD041200,C08214,P032,16/03/2024,2,2770.29,DONE,Agadir,Carte,19,2024-03-19
CMD041201,C07003,P038,Jun 23 2024,3,1134.0,en_cours,casa,Espèces,12,2024-06-28
CMD041202,C04527,P008,2024-03-31,4,2232.91,KO,tanger,Carte,16,2024-04-02
CMD041203,C06564,P011,28/06/2024,5,3805.27,livré,tanger,Carte,2,2024-06-30
CMD041204,C02915,P048,2024-09-16,3,4605.43,annulé,casa,Virement,1,2024-09-20
CMD041205,C00649,P026,2024-03-24,5,4606.68,en_cours,Tnja,Virement,4,2024-03-27
CMD041206,C08958,P041,2024-02-21,1,813.46,livré,Tnja,Espèces,12,2024-02-24
CMD041207,C08591,P036,30/06/2024,4,324.99,retourné,cbl,Espèces,12,2024-07-05
CMD041208,C07401,P050,2024-01-10,4,4753.66,OK,rbat,Espèces,5,2024-01-15
CMD041209,C04965,P031,Jan 18 2024,1,895.53,retourné,CASABLANCA,Carte,4,2024-01-21
CMD041210,C07639,P038,24/03/2024,5,1563.14,retourné,tanger,Carte,,2024-03-29
CMD041211,C07522,P046,Mar 30 2024,1,2228.79,retourné,rbat,Espèces,12,2024-04-04
CMD041212,C04205,P031,24/09/2024,1,2503.35,OK,tanger,Espèces,,2024-09-25
CMD041213,C09255,P023,Jul 09 2024,1,1146.8,OK,rbat,Virement,5,2024-07-12
CMD041214,C00675,P037,12/05/2024,1,1225.59,DONE,casa,Carte,14,2024-05-17
CMD041215,C04463,P046,17/07/2024,3,560.51,retourné,cbl,Carte,4,2024-07-22
CMD041216,C03831,P029,2024-08-18,1,2366.66,en_cours,Agadir,Carte,2,2024-08-23
CMD041217,C04445,P039,2024-07-14,4,2819.09,retourné,TANGER,Espèces,3,2024-07-19
CMD041218,C08097,P043,2024-05-19,3,1369.54,annulé,CASABLANCA,Espèces,16,2024-05-20
CMD041219,C01410,P039,2024-10-04,3,627.68,DONE,RABAT,Carte,14,2024-10-07
CMD041220,C09501,P028,08/02/2024,5,2004.3,livré,RABAT,Virement,14,2024-02-12
CMD041221,C09283,P044,2024-04-29,2,2779.11,retourné,cbl,Carte,15,2024-05-03
CMD041222,C00339,P024,Mar 26 2024,2,1831.53,annulé,Agadir,Carte,10,2024-03-30
CMD041223,C00271,P037,2024-02-05,4,4584.0,en_cours,Agadir,Carte,,2024-02-08
CMD041224,C06641,P029,24/03/2024,3,4219.03,DONE,TANGER,Carte,7,2024-03-25
CMD041225,C01865,P032,25/11/2024,5,1381.4,livré,tanger,Virement,13,2024-11-30
CMD041226,C05309,P036,Mar 31 2024,3,519.85,livré,CASABLANCA,Virement,19,2024-04-02
CMD041227,C01267,P035,2024-11-04,5,360.88,OK,CASABLANCA,Virement,11,2024-11-07
CMD041228,C01452,P023,18/07/2024,2,3523.43,KO,cbl,Espèces,14,2024-07-21
CMD041229,C07976,P028,Feb 20 2024,2,3821.58,livré,Agadir,Carte,3,2024-02-21
CMD041230,C05682,P011,2024-10-13,1,1492.04,retourné,tanger,Virement,12,2024-10-18
CMD041231,C05411,P037,May 09 2024,1,2310.06,livré,TANGER,Carte,13,2024-05-12
CMD041232,C07888,P010,01/09/2024,5,1495.01,annulé,CASABLANCA,Virement,13,2024-09-03
CMD041233,C09589,P023,22/08/2024,3,3273.04,DONE,tanger,Espèces,4,2024-08-27
CMD041234,C03066,P009,Feb 02 2024,2,1858.19,OK,TANGER,Espèces,4,2024-02-04
CMD041235,C06317,P014,14/06/2024,4,1241.97,retourné,Tnja,Espèces,17,2024-06-17
CMD041236,C03129,P033,Jan 15 2024,3,2196.76,KO,CASABLANCA,Espèces,2,2024-01-18
CMD041237,C08374,P044,2024-04-16,3,1339.35,DONE,rbat,Carte,15,2024-04-18
CMD041238,C04434,P041,09/11/2024,5,1240.37,retourné,tanger,Carte,5,2024-11-13
CMD041239,C05466,P045,2024-10-24,3,429.73,retourné,tanger,Virement,19,2024-10-28
CMD041240,C08472,P023,2024-03-24,2,3982.97,OK,cbl,Espèces,12,2024-03-29
CMD041241,C07521,P026,10/02/2024,3,2254.2,KO,tanger,Carte,19,2024-02-12
CMD041242,C01088,P008,2024-01-21,2,2650.06,DONE,casa,Espèces,18,2024-01-22
CMD041243,C02584,P006,11/05/2024,1,4066.39,KO,rbat,Espèces,14,2024-05-16
CMD041244,C02599,P012,04/04/2024,2,4410.02,KO,CASABLANCA,Espèces,,2024-04-07
CMD041245,C09100,P006,2024-02-25,4,536.22,annulé,casa,Carte,18,2024-03-01
CMD041246,C03543,P003,2024-03-13,5,3508.06,retourné,RABAT,Carte,,2024-03-18
CMD041247,C04706,P028,28/06/2024,3,1850.33,KO,Tnja,Virement,5,2024-07-01
CMD041248,C08495,P033,26/10/2024,2,157.85,annulé,rbat,Carte,19,2024-10-30
CMD041249,C09130,P047,27/05/2024,5,4726.92,en_cours,CASABLANCA,Virement,5,2024-05-31
CMD041250,C07411,P041,May 22 2024,4,4482.26,livré,Tnja,Espèces,,2024-05-25
CMD041251,C00030,P001,2024-07-29,2,1320.84,OK,Tnja,Espèces,5,2024-08-02
CMD041252,C09565,P016,2024-10-04,5,4883.88,en_cours,Agadir,Virement,16,2024-10-08
CMD041253,C08837,P026,27/04/2024,5,3283.75,retourné,TANGER,Carte,,2024-05-02
CMD041254,C01819,P044,Apr 06 2024,4,2027.42,annulé,RABAT,Virement,5,2024-04-11
CMD041255,C10262,P011,2024-09-13,2,1420.74,KO,TNG,Virement,5,2024-09-15
CMD041256,C04828,P011,25/07/2024,1,4684.47,annulé,casa,Carte,9,2024-07-26
CMD041257,C03278,P037,Oct 02 2024,4,3861.8,annulé,TNG,Virement,13,2024-10-07
CMD041258,C06935,P036,2024-06-25,1,3230.82,retourné,cbl,Carte,3,2024-06-29
CMD041259,C00189,P006,2024-05-25,5,3967.29,livré,TNG,Virement,16,2024-05-26
CMD041260,C00532,P011,23/01/2024,3,3181.25,annulé,tanger,Virement,7,2024-01-25
CMD041261,C05682,P021,Aug 13 2024,2,4615.04,DONE,tanger,Virement,19,2024-08-18
CMD041262,C01881,P034,29/05/2024,1,3405.06,livré,casa,Carte,4,2024-05-30
CMD041263,C03029,P023,06/08/2024,5,4787.86,DONE,TANGER,Carte,5,2024-08-09
CMD041264,C08352,P033,14/10/2024,5,2738.72,KO,casa,Carte,18,2024-10-15
CMD041265,C04377,P038,09/01/2024,3,3361.77,annulé,tanger,Espèces,20,2024-01-13
CMD041266,C05772,P012,2024-03-25,5,3606.47,KO,RABAT,Carte,7,2024-03-29
CMD041267,C05722,P035,2024-08-17,3,2450.4,DONE,Agadir,Espèces,3,2024-08-18
CMD041268,C02598,P037,Feb 19 2024,5,99.94,annulé,cbl,Virement,20,2024-02-21
CMD041269,C06934,P008,05/05/2024,3,1746.72,livré,RABAT,Virement,2,2024-05-08
CMD041270,C05168,P033,10/01/2024,3,2879.31,KO,rbat,Espèces,8,2024-01-13
CMD041271,C06451,P043,28/07/2024,4,1639.73,livré,tanger,Virement,16,2024-07-31
CMD041272,C06923,P023,18/05/2024,5,519.38,KO,Agadir,Carte,19,2024-05-20
CMD041273,C04366,P033,14/07/2024,5,4104.21,DONE,Tnja,Espèces,20,2024-07-15
CMD041274,C02825,P024,Jun 12 2024,3,2890.27,annulé,rbat,Virement,4,2024-06-15
CMD041275,C09696,P012,2024-02-20,5,3888.04,OK,TANGER,Virement,20,2024-02-23
CMD041276,C09296,P024,09/10/2024,5,1255.03,annulé,TNG,Espèces,10,2024-10-10
CMD041277,C10206,P012,20/01/2024,1,1090.8,livré,TNG,Carte,15,2024-01-21
CMD041278,C02304,P042,Oct 21 2024,2,1492.19,livré,rbat,Espèces,7,2024-10-25
CMD041279,C03126,P039,20/04/2024,3,1555.42,OK,CASABLANCA,Virement,5,2024-04-25
CMD041280,C09753,P009,2024-03-30,1,2473.14,KO,cbl,Virement,10,2024-04-03
CMD041281,C07076,P018,2024-05-11,1,4966.28,OK,rbat,Virement,18,2024-05-15
CMD041282,C04882,P017,2024-11-05,2,2673.73,DONE,RABAT,Carte,20,2024-11-10
CMD041283,C04087,P020,Mar 30 2024,5,4461.59,livré,rbat,Carte,16,2024-04-02
CMD041284,C03065,P014,Aug 08 2024,4,2824.27,KO,rbat,Virement,5,2024-08-12
CMD041285,C01677,P010,2024-10-15,3,170.75,KO,casa,Espèces,9,2024-10-20
CMD041286,C06516,P043,2024-05-05,2,3690.92,retourné,RABAT,Carte,8,2024-05-10
CMD041287,C04267,P010,23/03/2024,3,1671.91,OK,tanger,Espèces,4,2024-03-28
CMD041288,C09906,P032,2024-08-16,3,3734.07,KO,CASABLANCA,Espèces,20,2024-08-17
CMD041289,C09926,P038,Jun 24 2024,2,1922.97,en_cours,rbat,Virement,6,2024-06-29
CMD041290,C09613,P050,2024-08-28,3,3811.02,DONE,CASABLANCA,Carte,,2024-08-30
CMD041291,C07725,P003,2024-10-03,4,4394.87,livré,TNG,Espèces,,2024-10-05
CMD041292,C08926,P031,2024-04-25,2,4208.88,DONE,Agadir,Carte,10,2024-04-30
CMD041293,C08529,P043,Jul 07 2024,4,4874.24,livré,cbl,Carte,2,2024-07-10
CMD041294,C02733,P038,Aug 07 2024,2,4554.78,KO,TNG,Carte,2,2024-08-09
CMD041295,C00032,P027,2024-08-27,5,2026.05,KO,RABAT,Virement,,2024-08-29
CMD041296,C08631,P048,Jan 14 2024,5,4076.46,KO,TANGER,Virement,5,2024-01-19
CMD041297,C08780,P044,17/10/2024,1,1106.87,retourné,rbat,Virement,10,2024-10-21
CMD041298,C02100,P003,Jul 19 2024,1,1347.83,annulé,Tnja,Virement,16,2024-07-23
CMD041299,C06992,P047,Nov 11 2024,2,1062.6,DONE,cbl,Virement,2,2024-11-14
CMD041300,C06573,P007,Oct 09 2024,5,1211.07,KO,tanger,Espèces,9,2024-10-10
CMD041301,C08091,P026,Jul 19 2024,2,4020.26,retourné,rbat,Virement,16,2024-07-22
CMD041302,C04184,P047,2024-11-05,2,719.32,en_cours,RABAT,Espèces,8,2024-11-06
CMD041303,C03331,P045,2024-04-09,5,4303.86,OK,RABAT,Virement,11,2024-04-13
CMD041304,C08763,P001,Sep 20 2024,1,3806.81,annulé,Agadir,Espèces,,2024-09-23
CMD041305,C03867,P024,Nov 21 2024,2,3658.46,OK,TNG,Virement,20,2024-11-25
